STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,XK,Kosovo*,2020,,24.401,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,XK,Kosovo*,2021,,22.14,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,XK,Kosovo*,2022,,18.779,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2004,,69.979,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2005,,76.112,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2006,,74.208,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2007,,79.631,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2008,,73.299,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2009,,70.714,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2010,,74.618,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2011,,66.131,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2012,,72.427,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2013,,62.665,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2014,,70.985,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2015,,79.222,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2016,,82.104,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2017,,91.025,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2018,,92.45,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2019,,92.994,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2020,,99.975,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2021,,94.421,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2022,,102.969,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AL,Albania,2023,,105.381,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2004,,61.627,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2005,,62.901,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2006,,63.527,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2007,,65.666,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2008,,65.88,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2009,,68.626,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2010,,66.361,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2011,,66.779,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2012,,67.439,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2013,,68.909,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2014,,71.059,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2015,,71.487,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2016,,72.521,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2017,,71.626,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2018,,74.189,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2019,,75.067,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2020,,78.204,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2021,,73.881,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2022,,74.806,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,AT,Austria,2023,,87.764,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2014,,38.394,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2015,,38.726,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2016,,40.829,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2017,,39.564,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2018,,41.498,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2019,,45.482,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2020,,49.308,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BA,Bosnia and Herzegovina,2021,,46.318,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2004,,1.714,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2005,,2.386,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2006,,3.13,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2007,,3.662,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2008,,4.625,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2009,,6.176,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2010,,7.332,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2011,,8.989,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2012,,11.338,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2013,,12.547,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2014,,13.414,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2015,,15.573,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2016,,15.834,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2017,,17.214,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2018,,18.886,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2019,,20.817,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2020,,25.122,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2021,,26.018,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2022,,29.098,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BE,Belgium,2023,,31.37,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2004,,8.358,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2005,,8.666,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2006,,8.73,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2007,,8.899,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2008,,9.544,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2009,,10.906,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2010,,12.358,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2011,,12.621,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2012,,15.816,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2013,,18.682,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2014,,18.686,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2015,,18.975,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2016,,19.147,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2017,,19.022,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2018,,22.355,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2019,,23.509,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2020,,23.586,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2021,,21.413,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2022,,20.080,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,BG,Bulgaria,2023,,29.426,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2004,,0.019,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2005,,0.024,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2006,,0.034,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2007,,0.074,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2008,,0.285,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2009,,0.589,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2010,,1.39,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2011,,3.445,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2012,,4.927,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2013,,6.654,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2014,,7.399,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2015,,8.445,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2016,,8.587,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2017,,8.911,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2018,,9.357,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2019,,9.756,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2020,,12.041,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2021,,14.840,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2022,,16.963,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CY,Cyprus,2023,,20.939,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2004,,3.693,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2005,,3.782,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2006,,4.096,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2007,,4.621,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2008,,5.182,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2009,,6.378,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2010,,7.516,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2011,,10.61,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2012,,11.667,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2013,,12.781,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2014,,13.89,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2015,,14.072,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2016,,13.615,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2017,,13.654,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2018,,13.711,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2019,,14.046,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2020,,14.81,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2021,,14.468,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2022,,15.499,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,CZ,Czechia,2023,,16.448,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2004,,9.436,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2005,,10.577,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2006,,11.944,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2007,,13.727,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2008,,15.141,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2009,,17.521,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2010,,18.241,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,DE,Germany,2011,,20.93,,,,,
